time_bin,timestamp,vol_total_num,vol_ann_num,vol_wd_num,vol_origin0,vol_origin1,vol_origin2,vol_peer_num,vol_pfx_num,vol_pfx_avg,vol_pfx_max,path_len_max,path_len_avg,path_unq_len_max,path_unq_len_avg,AS_count,AS_count_max,AS_count_avg,AS_rare_max,AS_rare_sum,pp_num,pp_max,pp_avg,is_WA,is_AW,is_WAW,is_longer_path,is_shorter_path,is_longer_unq_path,is_shorter_unq_path,is_new,is_dup_ann,is_AWnA,is_imp_wd,is_WnA,is_AWn,is_AnW,is_WAn,is_dup_wd,is_dup,is_flap,is_NADA,is_imp_wd_spath,is_imp_wd_dpath,edit_dist_max,edit_dist_avg,ED_0,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,ED_8
51,2020-07-21 07:51,163986,158895,5091,142875,4,16682,29,12076,13.579496,857,25,5.1747756,12,4.4988074,3464,63658,207.37125,2,26,36044,136,4.549606,4257,3504,986,36558,35578,35513,34225,539,154111,4237,121333,1229,981,3515,2508,1575,32778,1533,2704,44225,77108,22,1.045882,79123,31453,29331,5898,6794,3124,941,344,503
52,2020-07-21 07:52,215605,213796,1809,185815,12,28301,31,28462,7.575188,603,45,5.3687954,10,4.843786,5336,90895,194.33807,1,41,44819,146,4.810571,1518,1288,302,50419,49782,49301,48060,400,211920,1493,170332,418,371,1176,957,479,41588,337,1156,65103,105229,21,1.1340739,107286,33112,35593,26319,4378,3197,1337,488,713
53,2020-07-21 07:53,201946,199753,2193,181788,4,18239,30,14909,13.545241,487,28,5.009682,10,4.3555593,3867,77906,225.33075,2,42,38720,98,5.2155476,1630,1520,488,40832,39117,40076,37378,824,197334,1603,158678,326,481,1812,1005,638,38656,835,768,68515,90163,20,0.9054747,108218,42537,31925,4728,5864,2280,1064,477,732
54,2020-07-21 07:54,224377,218865,5512,197176,8,23448,30,13771,16.293444,663,28,5.2349806,11,4.4762387,3665,104506,269.8723,3,63,40096,95,5.5959945,3458,4422,849,51886,53103,50190,51345,577,214856,3438,166397,854,952,2363,3558,1064,48459,1345,2093,53483,112914,20,1.1163577,103391,47708,42615,6669,8365,4054,1609,592,1923
55,2020-07-21 07:55,169439,165367,4072,147072,0,19165,31,10889,15.560566,625,24,5.4160566,10,4.6394687,2090,92747,369.2335,2,74,35238,170,4.808417,3108,2707,1229,43943,43088,42915,40696,882,161493,2978,117878,597,1105,1937,1313,1249,43615,1337,1641,25949,91929,20,1.1884159,71215,36857,36420,6301,7132,2590,1424,495,916
56,2020-07-21 07:56,247225,244549,2676,215982,8,29150,29,14551,16.990242,501,24,4.9311385,12,4.399846,3397,114809,317.56845,2,48,31426,82,7.866894,1906,2073,281,48436,52398,46331,51573,1069,241618,1859,186403,536,464,1621,1698,559,55215,434,1425,73504,112899,20,0.8852786,129533,53046,46684,5003,1757,3012,1649,450,954
57,2020-07-21 07:57,216266,213745,2521,186691,12,27332,30,29653,7.293225,535,45,5.4063582,12,4.7995367,6404,80752,160.40819,2,98,49917,96,4.332512,2001,1981,563,49074,46804,48506,45410,1362,210427,1958,170858,766,429,1512,1381,495,39569,1011,947,69717,101141,20,1.0991002,110480,33057,30679,24900,7556,2383,1122,499,775
58,2020-07-21 07:58,166375,163526,2849,153380,22,10422,30,15600,10.665064,601,24,4.570943,14,4.156929,4128,81490,164.97481,2,35,36370,96,4.574512,2293,2174,397,27373,24838,26409,23885,577,160691,2278,141048,471,493,1788,1756,640,19643,548,1730,79173,61875,22,0.73369795,99978,28422,24465,4772,2163,1190,653,281,467
59,2020-07-21 07:59,261128,256119,5009,243560,52,13094,30,23508,11.108048,629,24,4.5490336,12,4.054557,5021,157275,207.43138,3,177,48468,107,5.387637,3461,4228,864,38086,41154,36207,40487,1485,251206,3423,231175,439,479,2817,3347,748,20031,1161,2262,134650,96525,22,0.77291596,156595,39038,38749,7657,7596,2666,675,550,485
60,2020-07-21 08:00,164153,162901,1252,141938,0,21395,30,11984,13.69768,628,24,5.484466,14,4.7586694,2084,109652,372.8546,3,195,31614,140,5.1924148,1043,781,222,45418,39968,44471,37972,3012,158957,953,109830,148,279,1117,425,360,49127,170,783,15036,94794,20,1.1473138,64346,44763,38151,3588,1959,2620,1732,555,847
