time_bin,timestamp,vol_total_num,vol_ann_num,vol_wd_num,vol_origin0,vol_origin1,vol_origin2,vol_peer_num,vol_pfx_num,vol_pfx_avg,vol_pfx_max,path_len_max,path_len_avg,path_unq_len_max,path_unq_len_avg,AS_count,AS_count_max,AS_count_avg,AS_rare_max,AS_rare_sum,pp_num,pp_max,pp_avg,is_WA,is_AW,is_WAW,is_longer_path,is_shorter_path,is_longer_unq_path,is_shorter_unq_path,is_new,is_dup_ann,is_AWnA,is_imp_wd,is_WnA,is_AWn,is_AnW,is_WAn,is_dup_wd,is_dup,is_flap,is_NADA,is_imp_wd_spath,is_imp_wd_dpath,edit_dist_max,edit_dist_avg,ED_0,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,ED_8
28,2021-09-24 12:18,71830,68325,3505,61149,62,7461,64,10628,6.758562,3005,34,4.955097,14,4.5788655,1445,18953,217.72388,2,123,23332,418,3.0786045,1766,2522,441,15218,11504,14813,11058,3531,63151,1692,45650,346,326,1510,2000,860,17501,685,1007,10739,34911,21,1.0409578,29058,17759,7539,7513,902,486,322,518,169
29,2021-09-24 12:19,61278,58004,3274,52353,59,5792,63,3660,16.742622,3098,20,4.7009687,13,4.3449073,1256,21776,201.4594,3,79,13503,429,4.5381026,1725,2217,702,11101,10164,10585,9768,2436,53936,1678,35703,583,720,1088,1401,964,18233,960,718,7194,28509,19,0.90376645,26521,17270,6346,2689,975,498,258,551,94
30,2021-09-24 12:20,70211,66685,3526,61745,22,5205,63,4350,16.14046,2504,36,4.930089,12,4.513354,1394,23452,216.87447,2,41,18419,341,3.811879,2825,2481,704,13221,13676,12304,12470,2024,61889,2778,45101,809,643,1625,1722,992,16788,1362,1416,9148,35953,33,1.0926635,27537,19569,8564,3937,2475,938,410,581,151
31,2021-09-24 12:21,74486,70594,3892,64039,36,6875,64,4725,15.764233,2653,19,4.7888064,12,4.3854294,1381,27356,225.42868,2,305,21879,398,3.4044518,2787,3079,450,13054,12852,12355,12068,6298,61801,2630,45071,424,296,1612,2444,521,16730,1294,1336,9741,35330,15,1.0085251,27964,19820,8748,3757,1394,706,394,598,206
32,2021-09-24 12:22,84990,80595,4395,72553,21,8403,63,13613,6.2432966,2423,20,4.6431046,12,4.300031,1823,29091,191.19693,3,598,30423,322,2.79361,2442,3029,928,12252,16733,11694,16104,8658,69845,2211,49086,511,540,1895,1926,1016,20759,993,1218,9551,39535,15,0.9240381,31493,22274,8802,6287,1238,547,237,529,116
33,2021-09-24 12:23,78447,75000,3447,68084,37,7263,64,8829,8.885151,2395,26,4.97652,14,4.4234266,1709,23464,195.2797,3,397,24227,341,3.237999,2300,2317,457,12592,12657,11921,11736,4766,68192,2193,47692,764,697,1784,1694,872,20500,1089,1104,9394,38298,20,0.9934351,31146,23005,8519,3626,1313,450,522,725,148
34,2021-09-24 12:24,73865,69697,4168,62985,63,7072,64,10217,7.229617,2524,24,5.1660185,14,4.6736016,1421,17706,230.90147,3,577,24476,326,3.0178542,2086,2815,481,16042,10897,14615,10270,6729,61177,1901,44158,411,587,1515,2208,1058,17019,763,1138,8815,35343,20,1.2005957,26845,15496,8003,7785,1313,514,843,738,175
35,2021-09-24 12:25,73865,69741,4124,61088,60,9294,63,6561,11.258192,2317,22,4.854203,14,4.432859,1501,25072,208.44304,3,402,26395,321,2.7984467,2595,3104,350,12964,12113,11950,11226,9788,57757,2457,42036,677,423,1727,2134,621,15721,1033,1424,8896,33140,19,1.0043051,25864,18465,7347,3394,2068,998,565,571,182
36,2021-09-24 12:26,138217,134091,4126,128581,78,6023,64,68352,2.0221355,2459,36,4.5544667,15,4.268616,15681,87327,36.694916,2,135,85718,348,1.6124618,2360,2798,622,13486,14374,12387,13302,4797,127325,2247,50461,464,615,1605,1889,937,76864,807,1440,9929,40532,33,0.63993573,87781,21632,9591,4996,2456,905,589,693,258
37,2021-09-24 12:27,254441,251503,2938,245821,157,5848,64,139400,1.8252583,2627,26,4.40058,13,4.1391554,27891,207429,37.380337,3,6902,217193,355,1.1714972,2782,2322,337,10396,10290,9519,9717,3382,245388,2322,40172,416,428,1727,1883,567,205216,807,1515,8899,31273,19,0.2735487,215090,17513,7293,3816,1333,713,377,615,156
38,2021-09-24 12:28,56090,53299,2791,48435,33,5117,63,4728,11.863367,2595,22,5.0208635,11,4.4499335,1554,18730,153.5148,2,250,18376,342,3.052351,1948,1876,278,9694,8970,8840,8649,3332,48156,1703,36730,553,631,1272,1487,778,11426,763,940,9856,26874,20,1.0960956,22190,13310,7237,3786,1047,391,360,642,154
